registroDate1;registrotime1;registroFloat1;registroFloat2
12102017;13:50:00;2160475.5;1.722.513.625
12102017;13:55:00;2123001.5;1.688.115.625
12102017;14:00:00;2331097.25;1921466
12102017;14:05:00;2.046.438.625;1693897.75
12102017;14:10:00;2.002.936.125;1.639.048.625
12102017;14:15:00;2074214.5;1.700.096.125
12102017;14:20:00;1979471.75;1.623.205.125
12102017;14:25:00;1.897.924.125;1530788
12102017;14:30:00;1948623.25;1555696.75
12102017;14:35:00;1.691.527.125;1.400.469.375
12102017;14:40:00;1.602.203.375;1.343.349.125
12102017;14:45:00;1625396.25;1360340.25
12102017;14:50:00;1.633.097.125;1.376.827.125
12102017;14:55:00;1600597;1.344.691.625
12102017;15:00:00;1.791.791.125;1549056.25
12102017;15:05:00;1683801.5;1.443.842.125
12102017;15:10:00;1.604.112.625;1.357.913.625
12102017;15:15:00;1589317.5;1.314.214.125
12102017;15:20:00;1.588.534.125;1320940
12102017;15:25:00;1808076.5;1512307.5
12102017;15:30:00;1.996.414.875;1636435.75
12102017;15:35:00;2095780.25;1.741.954.375
12102017;15:40:00;2.073.273.375;1720409.75
12102017;15:45:00;1.844.916.125;1551294
12102017;15:50:00;1859149.5;1588874.5
12102017;15:55:00;1567133.25;1278933
12102017;16:00:00;1500511.75;1.245.197.875
12102017;16:05:00;1761657.75;1405311
12102017;16:10:00;1912187;1549500.25
12102017;16:15:00;1.766.656.125;1.407.176.125
12102017;16:20:00;1.900.579.875;1548662
12102017;16:25:00;1907953;1545943.25
12102017;16:30:00;1.845.322.375;1466584.5
12102017;16:35:00;1.789.695.625;1.426.987.625
12102017;16:40:00;1.760.430.125;1.435.061.625
12102017;16:45:00;1.802.799.625;1418041.75
12102017;16:50:00;1411132.25;1104019.25
12102017;16:55:00;1.316.863.625;1.020.587.375
12102017;17:00:00;1.594.136.125;1200358.75
12102017;17:05:00;1.517.057.375;1.118.131.875
12102017;17:10:00;1641929.25;1217308
12102017;17:15:00;1.633.881.875;1185647.75
12102017;17:20:00;1.715.177.375;1314733.75
12102017;17:25:00;1.869.663.125;1.380.250.125
12102017;17:30:00;1664783.75;1269246.25
12102017;17:35:00;1678444.75;1266647.5
12102017;17:40:00;1.665.417.375;1245656.25
12102017;17:45:00;1.616.994.625;1199236
12102017;17:50:00;1.563.835.125;1.152.660.375
12102017;17:55:00;1.492.200.375;1.082.402.875
12102017;18:00:00;1515343;1113051.75
12102017;18:05:00;1.504.642.875;1090218.25
12102017;18:10:00;1.556.908.125;1.170.320.625
12102017;18:15:00;1683468.25;1242495.25
12102017;18:20:00;1.750.241.375;1.230.236.375
12102017;18:25:00;1.763.604.625;1.244.384.875
12102017;18:30:00;1.756.993.125;1241821.5
12102017;18:35:00;1881604.5;1352972
12102017;18:40:00;1.794.388.375;1294625.25
12102017;18:45:00;1.665.065.625;1202728.5
12102017;18:50:00;1.690.480.625;1229195.25
12102017;18:55:00;1.612.223.625;1172669.5
12102017;19:00:00;1.700.276.875;1248762.75
12102017;19:05:00;1.697.265.625;1.247.718.875
12102017;19:10:00;1.643.144.125;1186921.5
12102017;19:15:00;1.647.348.375;1.201.588.625
12102017;19:20:00;1623650.75;1169922.25
12102017;19:25:00;1631923.75;1183894.25
12102017;19:30:00;1485748.5;1.100.712.125
12102017;19:35:00;1.348.258.125;1002845.75
12102017;19:40:00;1.321.289.875;9.859.825.625
12102017;19:45:00;1344768.25;10.075.404.375
12102017;19:50:00;1.322.273.125;1010540.5
12102017;19:55:00;1.601.041.875;1187782.25
12102017;20:00:00;1.586.065.625;1148706
12102017;20:05:00;1576729.75;1146532.75
12102017;20:10:00;1.618.835.875;1.187.601.125
12102017;20:15:00;1594587.75;1.154.877.625
12102017;20:20:00;1596134.25;1173366.5
12102017;20:25:00;1.605.155.125;1163848.25
12102017;20:30:00;1.597.347.375;1152656.25
12102017;20:35:00;1575868.5;1.131.088.625
12102017;20:40:00;1.583.830.375;1139355.75
12102017;20:45:00;1622254.5;1.183.835.875
12102017;20:50:00;1681324.5;1260328
12102017;20:55:00;1763415.25;1384414.75
12102017;21:00:00;1680071.25;1.356.179.375
12102017;21:05:00;1.437.375.625;1117550.5
12102017;21:10:00;1520316.25;1214624.5
12102017;21:15:00;1507976.75;1169482.5
12102017;21:20:00;1.459.063.625;1136752
12102017;21:25:00;1.489.972.375;1143330.75
12102017;21:30:00;1440005.5;1107270.75
12102017;21:35:00;1387104.75;1.058.254.125
12102017;21:40:00;1531117.25;1.142.232.375
12102017;21:45:00;1.551.375.125;1.144.353.375
12102017;21:50:00;1528496;1.141.250.375
12102017;21:55:00;1562756;1.150.345.375
12102017;22:00:00;1.619.337.625;1.211.011.875
12102017;22:05:00;1.582.248.375;1.205.369.375
12102017;22:10:00;1557927.25;1174441.5
12102017;22:15:00;1.541.837.625;1155731.75
12102017;22:20:00;1.517.814.125;1126620
12102017;22:25:00;1497596;1.108.648.625
12102017;22:30:00;1371054.25;1006638
12102017;22:35:00;1353486;1001605.25
12102017;22:40:00;1472745.75;1.079.844.625
12102017;22:45:00;1473483.25;1093400
12102017;22:50:00;1459407.5;1.075.675.125
12102017;22:55:00;1.463.265.875;1101503.5
12102017;23:00:00;1.484.311.625;1092511.5
12102017;23:05:00;1476973.25;1105359
12102017;23:10:00;1607769.75;1.207.838.125
12102017;23:15:00;1.583.215.875;1206617.75
12102017;23:20:00;1601091.5;1.183.963.875
12102017;23:25:00;1623573.75;1.207.525.875
12102017;23:30:00;1615938.25;1.249.500.875
12102017;23:35:00;1.598.865.875;1.208.761.875
12102017;23:40:00;1591579.75;1196243.5
12102017;23:45:00;1.678.887.875;1309871.75
12102017;23:50:00;1.657.913.375;1255057
12102017;23:55:00;1605734;1213931.75
13102017;00:00:00;1531946.5;1131346.75
13102017;00:05:00;1.492.000.375;1105524.25
13102017;00:10:00;1.465.068.875;1078861
13102017;00:15:00;1495307.75;1.103.171.125
13102017;00:20:00;1490367;1083530.5
13102017;00:25:00;1511918;1105613.25
13102017;00:30:00;1.515.222.125;1.117.876.375
13102017;00:35:00;1482295.5;1.085.276.125
13102017;00:40:00;1.494.658.875;1084706.25
13102017;00:45:00;1490097;1.073.700.375
13102017;00:50:00;1508915.5;1.102.280.125
13102017;00:55:00;1498885.5;1096280.25
13102017;01:00:00;1458875.25;1.060.933.875
13102017;01:05:00;1.501.012.125;1.107.444.875
13102017;01:10:00;1.475.198.375;1.088.290.875
13102017;01:15:00;1.493.561.125;1096991
13102017;01:20:00;1.460.459.125;1080827.25
13102017;01:25:00;1321512.75;977.391.875
13102017;01:30:00;1331423.75;1.012.751.625
13102017;01:35:00;1.421.512.875;1101615.5
13102017;01:40:00;1446021.25;1106800.75
13102017;01:45:00;1.453.644.375;1.109.036.625
13102017;01:50:00;1.379.501.875;1.024.282.125
13102017;01:55:00;1387587.5;1037720.25
13102017;02:00:00;1384261;10.368.643.125
13102017;02:05:00;1.384.513.375;1044816
13102017;02:10:00;1381179.5;1049094
13102017;02:15:00;1366596.5;1022494.5
13102017;02:20:00;1379232;10.274.370.625
13102017;02:25:00;1365280.5;1014103.75
13102017;02:30:00;1.382.453.625;1031943.5
13102017;02:35:00;1.376.768.375;1.056.384.125
13102017;02:40:00;1.431.812.625;1.063.065.875
13102017;02:45:00;1376887.5;1017175.5
13102017;02:50:00;1338982.25;1005037
13102017;02:55:00;1383892.5;10.437.590.625
13102017;03:00:00;1.440.470.625;1.095.923.125
13102017;03:05:00;1443844.25;1.101.340.375
13102017;03:10:00;1459562.75;1.124.300.125
13102017;03:15:00;1.554.783.125;1.255.048.875
13102017;03:20:00;1.622.074.875;1281953
13102017;03:25:00;1637035.5;1262833.75
13102017;03:30:00;1855663;1.432.307.625
13102017;03:35:00;1794271;1.353.198.125
13102017;03:40:00;1.723.495.625;1264561.5
13102017;03:45:00;1.724.024.125;1268372
13102017;03:50:00;1712430.25;1254931.25
13102017;03:55:00;1.722.369.875;1.272.163.375
13102017;04:00:00;1.690.212.125;1230831.5
13102017;04:05:00;1.702.912.375;1.247.522.875
13102017;04:10:00;1887612.5;1.442.005.625
13102017;04:15:00;1873877.75;1.427.238.625
13102017;04:20:00;1836051;1456358.25
13102017;04:25:00;1.642.367.875;1327792.75
13102017;04:30:00;1.504.727.125;1.188.120.375
13102017;04:35:00;1528826.5;1.194.197.125
13102017;04:40:00;1628063.25;1.284.851.875
13102017;04:45:00;1.661.804.625;1.336.832.375
13102017;04:50:00;1656316.5;1343215.5
13102017;04:55:00;1645688.25;1333803
13102017;05:00:00;1.656.042.125;1321056.75
13102017;05:05:00;1628263;1294333
13102017;05:10:00;1.656.201.625;1323872.25
13102017;05:15:00;1.608.931.625;1276346.75
13102017;05:20:00;1.542.419.625;1206591
13102017;05:25:00;1614558.5;1.295.788.875
13102017;05:30:00;1.666.746.625;1.324.562.625
13102017;05:35:00;1663687.25;1.341.159.125
13102017;05:40:00;1.690.786.375;1355711.25
13102017;05:45:00;1.592.479.375;1252683.25
13102017;05:50:00;1.687.122.625;1.356.897.125
13102017;05:55:00;1662816;1.339.517.125
13102017;06:00:00;1.673.611.875;1334208.75
13102017;06:05:00;1.728.303.125;1.392.317.125
13102017;06:10:00;1816305.5;1.480.878.625
13102017;06:15:00;1750637.75;1433481
13102017;06:20:00;1743340;1.423.599.875
13102017;06:25:00;1.609.068.625;1272525.75
13102017;06:30:00;1675519.75;1.340.258.625
13102017;06:35:00;1.673.007.375;1322515
13102017;06:40:00;1689061.5;1342451.75
13102017;06:45:00;1676763.5;1336191.5
13102017;06:50:00;1.674.505.375;1342255
13102017;06:55:00;1.640.878.625;1.311.304.125
13102017;07:00:00;1650668.75;1396632.75
13102017;07:05:00;1.621.394.375;1.303.384.375
13102017;07:10:00;1747658.25;1472037
13102017;07:15:00;1669029.75;1.355.759.375
13102017;07:20:00;1750169.75;1.428.445.375
13102017;07:25:00;1.680.408.375;1.410.966.125
13102017;07:30:00;1732054;1.450.339.125
13102017;07:35:00;1.674.986.625;1.355.434.625
13102017;07:40:00;2029971.75;1693019.5
13102017;07:45:00;1865886.25;1.514.450.625
13102017;07:50:00;1.383.537.375;1.161.262.875
13102017;07:55:00;1297100.5;1064512.75
13102017;08:00:00;1.150.354.125;9.381.923.125
13102017;08:05:00;1.273.799.625;1.059.275.875
13102017;08:10:00;1358040.5;1.141.765.875
13102017;08:15:00;1572917;1360987.25
13102017;08:20:00;1.500.783.625;1.318.289.625
13102017;08:25:00;1.432.437.375;1.229.965.875
13102017;08:30:00;1272305.25;1.070.457.375
13102017;08:35:00;1341886.75;1148421
13102017;08:40:00;1.399.245.125;1.185.824.125
13102017;08:45:00;1.381.165.125;1209723
13102017;08:50:00;1364792;1228362.75
13102017;08:55:00;1.279.208.125;1.091.996.625
13102017;09:00:00;1407632.5;1.262.875.375
13102017;09:05:00;1.415.579.375;1.201.678.875
13102017;09:10:00;1346480.75;1.145.985.125
13102017;09:15:00;1.378.309.125;1.134.233.625
13102017;09:20:00;1628020.5;1.297.864.625
13102017;09:25:00;1800756;1.506.971.375
13102017;09:30:00;1.767.827.625;1.485.791.375
13102017;09:35:00;1.403.896.375;1.157.884.125
13102017;09:40:00;1.427.770.625;1227294.5
13102017;09:45:00;1353051.75;1.138.507.375
13102017;09:50:00;1.563.018.375;1371615.25
13102017;09:55:00;1573038;1.378.768.375
13102017;10:00:00;1664834.5;1.486.570.625
13102017;10:05:00;1.620.160.875;1.419.840.125
13102017;10:10:00;1.481.050.875;1267920.5
13102017;10:15:00;1.476.737.125;1261431
13102017;10:20:00;1593939.25;1399622.5
13102017;10:25:00;1520489.25;1.317.700.375
13102017;10:30:00;1532708.25;1343268.75
13102017;10:35:00;1.623.490.625;1424717.75
13102017;10:40:00;1.593.577.625;1381389
13102017;10:45:00;2078184;1787716.5
13102017;10:50:00;1.861.446.625;1584074.25
13102017;10:55:00;1891426.75;1.602.891.375
13102017;11:00:00;2248451.75;1.849.636.375
13102017;11:05:00;2308613.5;1865960.25
13102017;11:10:00;2195824;1813367.25
13102017;11:15:00;2.096.280.375;1.887.523.125
13102017;11:20:00;1.866.532.625;1587371
13102017;11:25:00;1.762.354.375;1.466.455.875
13102017;11:30:00;1767123.25;1.464.076.875
13102017;11:35:00;1.615.229.875;1.280.867.625
13102017;11:40:00;1.599.127.625;1249845
13102017;11:45:00;1456061.75;1114055
13102017;11:50:00;1474704.75;1145636.75
13102017;11:55:00;1465719;1119427.75
13102017;12:00:00;1.632.155.875;1326127.5
13102017;12:05:00;1.401.367.625;1.071.252.875
13102017;12:10:00;1.478.353.875;1142623.5
13102017;12:15:00;1.562.408.875;1.203.573.375
13102017;12:20:00;1562211;1.192.888.375
13102017;12:25:00;1.751.676.375;1.404.160.375
13102017;12:30:00;1.867.347.625;1519847.25
13102017;12:35:00;1.602.850.375;1294014.25
13102017;12:40:00;1.755.486.125;1.399.285.625
13102017;12:45:00;1655272.25;1306495.25
13102017;12:50:00;1587848.25;1.253.157.375
13102017;12:55:00;1.611.692.875;1256305.25
13102017;13:00:00;1.559.581.375;1240056.25
13102017;13:05:00;1550435.75;1198628.5
13102017;13:10:00;1.593.284.125;1271549.5
13102017;13:15:00;1.610.157.375;1268437.75
13102017;13:20:00;1669518.25;1358674
13102017;13:25:00;1521980.25;1241370.75
13102017;13:30:00;2.045.413.375;1.618.703.375
13102017;13:35:00;1.748.877.125;1346045.75
13102017;13:40:00;1.857.269.875;1.412.044.375
13102017;13:45:00;1951578.75;1.514.491.125
13102017;13:50:00;2063935.5;1.637.797.875
13102017;13:55:00;2149266.75;1740715.5
13102017;14:00:00;1965081.75;1.566.608.875
13102017;14:05:00;1.756.980.875;1.378.824.125
13102017;14:10:00;1.792.251.125;1.445.430.375
13102017;14:15:00;1758956;1420252
13102017;14:20:00;1.757.638.875;1407532
13102017;14:25:00;1.661.338.875;1.278.311.125
13102017;14:30:00;1560372.75;1264767.75
13102017;14:35:00;1427120;1.129.220.875
13102017;14:40:00;1.197.008.875;979305.5
13102017;14:45:00;1.100.719.125;8.851.825.625
13102017;14:50:00;1162177.75;924072
13102017;14:55:00;1310997.5;1002367
13102017;15:00:00;1.352.167.125;1.022.815.375
13102017;15:05:00;1360045.5;1.053.466.125
13102017;15:10:00;1574147.75;1.291.945.875
13102017;15:15:00;1.927.352.375;1.606.649.875
13102017;15:20:00;1784533.25;1491983
13102017;15:25:00;1.835.467.875;1.543.627.125
13102017;15:30:00;1709339;1.448.222.125
13102017;15:35:00;1732890.25;1.396.379.375
13102017;15:40:00;1805538.75;1.443.300.375
13102017;15:45:00;1.827.797.375;1448467.25
13102017;15:50:00;1852999.75;1.474.699.625
13102017;15:55:00;1.588.699.125;1.300.427.625
13102017;16:00:00;1664657;1422756
13102017;16:05:00;1600805.5;1.328.009.875
13102017;16:10:00;1548174;1318118.25
13102017;16:15:00;1.339.070.875;1021454.5
13102017;16:20:00;1.374.666.875;1.060.171.375
13102017;16:25:00;1624930.5;1257991.75
13102017;16:30:00;1749053.25;1.389.838.125
13102017;16:35:00;1.766.560.625;1434512.5
13102017;16:40:00;1734080;1.341.125.625
13102017;16:45:00;1.927.890.875;1555172
13102017;16:50:00;1.997.959.625;1648359
13102017;16:55:00;1716531.25;1.401.581.125
13102017;17:00:00;1657850.5;1397508
13102017;17:05:00;1.583.482.375;1.320.384.375
13102017;17:10:00;1.527.311.125;1223205
13102017;17:15:00;1713142.25;1351399.25
13102017;17:20:00;1799391;1.405.345.375
13102017;17:25:00;1583555.5;1.256.104.875
13102017;17:30:00;1459772.25;1.164.428.125
13102017;17:35:00;1.432.627.875;1135508
13102017;17:40:00;1431963;1.141.284.625
13102017;17:45:00;1.446.987.125;1.149.264.375
13102017;17:50:00;1.551.301.375;1250641.75
13102017;17:55:00;1456151.75;1152725.25
13102017;18:00:00;1.465.146.625;1163013
13102017;18:05:00;1.646.010.125;1.279.256.875
13102017;18:10:00;1.716.751.875;1311643.5
13102017;18:15:00;1695206;1.293.006.625
13102017;18:20:00;1688570.75;1304096
13102017;18:25:00;1713105.5;1329442
13102017;18:30:00;1734394;1349518
13102017;18:35:00;1.768.866.375;1.375.577.875
13102017;18:40:00;1.789.882.875;1402403.25
13102017;18:45:00;1726296;1.336.685.375
13102017;18:50:00;1680129;1.294.502.625
13102017;18:55:00;1.665.543.625;1312140.5
13102017;19:00:00;1773472.25;1.386.266.375
13102017;19:05:00;1.974.962.875;1520782.75
13102017;19:10:00;1876146.5;1.428.679.875
13102017;19:15:00;1896022;1.432.696.375
13102017;19:20:00;1.926.656.125;1.465.957.875
13102017;19:25:00;1941740.75;1480217.75
13102017;19:30:00;1.961.282.625;1508575.75
13102017;19:35:00;1.750.293.375;1359515.25
13102017;19:40:00;1744777;1351259
13102017;19:45:00;1.772.314.625;1.389.071.125
13102017;19:50:00;1.760.294.375;1.371.707.375
13102017;19:55:00;1754281.75;1.371.037.375
13102017;20:00:00;1732991;1.342.801.625
13102017;20:05:00;1.770.653.125;1389464.25
13102017;20:10:00;1.767.054.625;1.390.563.875
13102017;20:15:00;1739222.25;1.355.970.625
13102017;20:20:00;1716112.75;1.320.912.625
13102017;20:25:00;1.700.855.875;1.316.442.875
13102017;20:30:00;1657161.75;1.315.003.625
13102017;20:35:00;1.480.340.625;1205245.25
13102017;20:40:00;1.456.808.125;1201715.5
13102017;20:45:00;1510089;1.218.168.625
13102017;20:50:00;1610394;1332097.25
13102017;20:55:00;1.558.678.125;1282043.75
13102017;21:00:00;1.626.886.125;1351322
13102017;21:05:00;1.623.060.625;1.342.808.875
13102017;21:10:00;1581656.5;1299086.5
13102017;21:15:00;1.500.291.875;1.211.303.125
13102017;21:20:00;1527202;1.241.690.125
13102017;21:25:00;1572294.5;1297042
13102017;21:30:00;1477392.25;1192022.75
13102017;21:35:00;1.394.999.875;1.107.538.625
13102017;21:40:00;1417834.75;1142086.25
13102017;21:45:00;1.429.260.375;1.148.508.625
13102017;21:50:00;1335621.75;10.458.126.875
13102017;21:55:00;1266162.75;9.831.798.125
13102017;22:00:00;1.260.549.125;9.775.606.875
13102017;22:05:00;1262824.5;1.000.714.625
13102017;22:10:00;1352351.25;1072940
13102017;22:15:00;1338718.25;1.070.201.875
13102017;22:20:00;1.378.694.375;1088489.5
13102017;22:25:00;1603080;1.225.606.375
13102017;22:30:00;1626951.25;1.247.081.875
13102017;22:35:00;1661949;1270989.5
13102017;22:40:00;1632439.25;1232722.75
13102017;22:45:00;1629705.5;1.224.104.875
13102017;22:50:00;1595413.25;1.202.749.375
13102017;22:55:00;1533073;1135293.25
13102017;23:00:00;1.530.929.375;1134803
13102017;23:05:00;1.526.020.375;1.112.389.875
13102017;23:10:00;1.642.760.375;1188459.25
13102017;23:15:00;1707728.75;1.241.276.125
13102017;23:20:00;1700316.25;1222048.75
13102017;23:25:00;1696621;1235373.25
13102017;23:30:00;1.705.059.375;1.237.119.625
13102017;23:35:00;1720755.75;1247358.75
13102017;23:40:00;1709607;1238611.25
13102017;23:45:00;1.982.394.375;1.568.612.625
13102017;23:50:00;2987026.5;2656981
13102017;23:55:00;3142171.25;2786205
14102017;00:00:00;3045905;2655896
14102017;00:05:00;2921434.25;2519795.25
14102017;00:10:00;2923053.25;2510929
14102017;00:15:00;2817104;2431949.75
14102017;00:20:00;2795216.75;2409834.25
14102017;00:25:00;2973756.25;2576176.75
14102017;00:30:00;2815481.25;2418515
14102017;00:35:00;2868524.5;2470349.25
14102017;00:40:00;2901568.25;2510826.5
14102017;00:45:00;2915747.25;2508288.25
14102017;00:50:00;2913628;2515333.25
14102017;00:55:00;2803844.25;2400258.75
14102017;01:00:00;2960169.5;2577694.5
14102017;01:05:00;2884507.25;2497278.75
14102017;01:10:00;2772460.5;2354038.5
14102017;01:15:00;2615268.25;2185997
14102017;01:20:00;2601164;2172521.5
14102017;01:25:00;2454244.25;2.014.279.125
14102017;01:30:00;2388090.5;1.943.532.875
14102017;01:35:00;2453739.25;1.997.334.625
14102017;01:40:00;2450449.5;2003321.75
14102017;01:45:00;2501941.5;2044698
14102017;01:50:00;2506188.75;2.049.445.625
14102017;01:55:00;2464679.75;2.023.388.875
14102017;02:00:00;2421999.5;1.974.343.625
14102017;02:05:00;2346213.75;1898083
14102017;02:10:00;2461431;2.014.980.125
14102017;02:15:00;2391216.25;1.936.244.375
14102017;02:20:00;2451833;2023325.5
14102017;02:25:00;2360955.5;1.917.143.375
14102017;02:30:00;2482087.25;2.025.847.125
14102017;02:35:00;2540564.5;2098242.25
14102017;02:40:00;2481826.75;2.041.692.125
14102017;02:45:00;2507805;2.068.431.375
14102017;02:50:00;2340580.75;1.877.643.875
14102017;02:55:00;2402390.25;1.944.971.125
14102017;03:00:00;2140975;1785674
14102017;03:05:00;2126118.5;1766527
14102017;03:10:00;2121639;1754668.5
14102017;03:15:00;2.068.450.875;1.710.334.125
14102017;03:20:00;2171281.75;1.769.660.125
14102017;03:25:00;2405693.75;1954179.5
14102017;03:30:00;2395039;1931919.5
14102017;03:35:00;2343543.5;1886703.25
14102017;03:40:00;2366717.5;1.907.257.625
14102017;03:45:00;2319219.25;1.855.305.625
14102017;03:50:00;2269689;1798619
14102017;03:55:00;2225820.5;1.756.594.875
14102017;04:00:00;2300034.75;1839600.25
14102017;04:05:00;2364958;1928111.25
14102017;04:10:00;2399605;1.934.965.625
14102017;04:15:00;2378543.5;1.905.069.875
14102017;04:20:00;2279473.25;1789001.75
14102017;04:25:00;2270239.75;1.782.332.625
14102017;04:30:00;2260281.75;1.773.546.375
14102017;04:35:00;2311273.5;1829091.5
14102017;04:40:00;2272518.5;1788534.75
14102017;04:45:00;2357162.25;1.884.275.625
14102017;04:50:00;2333506.25;1843842.75
14102017;04:55:00;2245800.75;1.760.167.625
14102017;05:00:00;2262176.5;1807249
14102017;05:05:00;2313397.5;1856876.25
14102017;05:10:00;2232996;1.765.808.125
14102017;05:15:00;2173527;1712995
14102017;05:20:00;2183911.75;1723657
14102017;05:25:00;2210359.75;1.746.942.125
14102017;05:30:00;2369377.25;1.928.543.375
14102017;05:35:00;2318814.5;1889486
14102017;05:40:00;2295109;1.846.909.125
14102017;05:45:00;2279625.5;1842609
14102017;05:50:00;2297711.5;1.841.296.125
14102017;05:55:00;2277826.5;1.834.642.625
14102017;06:00:00;2159093.25;1.746.176.125
14102017;06:05:00;2.075.950.875;1.703.402.625
14102017;06:10:00;2321269.25;1883299.5
14102017;06:15:00;2202491.25;1.805.360.375
14102017;06:20:00;2154922.75;1.791.924.375
14102017;06:25:00;2.007.011.875;1.620.519.125
14102017;06:30:00;1.922.993.125;1.542.386.625
14102017;06:35:00;1941951.5;1528422.5
14102017;06:40:00;1.972.334.375;1.549.717.625
14102017;06:45:00;1704801.5;1313548.5
14102017;06:50:00;1.704.969.625;1278917.5
14102017;06:55:00;1489777.75;1134679.5
14102017;07:00:00;1347916.75;10.066.830.625
14102017;07:05:00;1.620.455.375;1234846.5
14102017;07:10:00;1.647.870.625;1.238.735.875
14102017;07:15:00;1.555.716.625;1143959
14102017;07:20:00;1615259.5;1.209.283.125
14102017;07:25:00;1.641.305.375;1238764.5
14102017;07:30:00;1.711.477.625;1306141.75
14102017;07:35:00;1655806.5;1247480.75
14102017;07:40:00;1635335.75;1.238.551.875
14102017;07:45:00;1.678.766.875;1.282.258.375
14102017;07:50:00;1.665.674.625;1.258.110.625
14102017;07:55:00;1.546.190.625;1.142.590.375
14102017;08:00:00;1638353.75;1250988.25
14102017;08:05:00;1415383.25;1.067.259.375
14102017;08:10:00;1.298.532.875;978298.5
14102017;08:15:00;1431025;1104393.25
14102017;08:20:00;1586724;1.259.097.375
14102017;08:25:00;1.546.006.875;1.212.996.875
14102017;08:30:00;1552729.5;1214052.25
14102017;08:35:00;1477490.25;1.130.911.625
14102017;08:40:00;1.438.191.125;1098172.75
14102017;08:45:00;1.473.553.125;1133383.5
14102017;08:50:00;1.497.502.125;1164028
14102017;08:55:00;1571631.5;1236195.25
14102017;09:00:00;1.583.331.375;1248530
14102017;09:05:00;1529929.25;1.210.270.125
14102017;09:10:00;1.433.306.375;1.126.925.125
14102017;09:15:00;1.439.647.875;1134894.75
14102017;09:20:00;1.434.979.375;1118947.5
14102017;09:25:00;1334571.25;1.034.341.125
14102017;09:30:00;1.229.973.625;915496.25
14102017;09:35:00;1.231.792.625;9.204.596.875
14102017;09:40:00;1.223.929.625;9.257.750.625
14102017;09:45:00;1239222.25;919.727.625
14102017;09:50:00;1242259.5;9.346.028.125
14102017;09:55:00;1.291.978.625;971.299.375
14102017;10:00:00;1.498.671.875;1.191.340.875
14102017;10:05:00;1.362.210.125;1064307.75
14102017;10:10:00;1.348.230.125;10.411.163.125
14102017;10:15:00;1338687.5;10.312.398.125
14102017;10:20:00;1.432.760.625;1.138.749.625
14102017;10:25:00;1350538;1082419.75
14102017;10:30:00;1300178;1051301
14102017;10:35:00;1.346.290.125;1.104.343.875
14102017;10:40:00;1279704;1.026.387.125
14102017;10:45:00;1.181.707.875;9.430.596.875
14102017;10:50:00;1.155.715.375;9.277.083.125
14102017;10:55:00;1.190.592.625;960616.75
14102017;11:00:00;1774152.25;1.359.275.875
14102017;11:05:00;1.993.910.375;1489725
14102017;11:10:00;1892773.75;1422739.5
14102017;11:15:00;1932422.75;1.434.394.375
14102017;11:20:00;2.034.905.625;1519018.75
14102017;11:25:00;2106143.25;1575802
14102017;11:30:00;1.778.075.625;1357465
14102017;11:35:00;1703830;1317001
14102017;11:40:00;1.792.134.875;1.421.192.375
14102017;11:45:00;1793769.25;1.421.255.625
14102017;11:50:00;1497234.5;1182955.25
14102017;11:55:00;1.487.460.125;1.126.018.875
14102017;12:00:00;1498851;1.118.385.625
14102017;12:05:00;1471118;1.096.477.375
14102017;12:10:00;1476088.5;1109010.5
14102017;12:15:00;1.491.757.625;1114749
14102017;12:20:00;1.401.117.375;1.019.273.375
14102017;12:25:00;1.414.541.125;10.402.129.375
14102017;12:30:00;1434244;1.055.524.375
14102017;12:35:00;1423502.75;1051428
14102017;12:40:00;1621775.25;1.169.357.125
14102017;12:45:00;1620196.75;1163339.25
14102017;12:50:00;1422877.25;1049110.5
14102017;12:55:00;1.416.389.875;1050644.75
14102017;13:00:00;1421461;1051789.25
14102017;13:05:00;1.312.267.625;981985
14102017;13:10:00;1.214.861.375;9.225.421.875
14102017;13:15:00;1226038.5;921700.25
14102017;13:20:00;1222297.75;919.817.125
14102017;13:25:00;1222524.5;9.235.658.125
14102017;13:30:00;1.198.725.375;902295.25
14102017;13:35:00;1.192.980.875;907522.75
14102017;13:40:00;1.163.309.625;858703.75
14102017;13:45:00;1.186.507.375;883643.25
14102017;13:50:00;1205154;905.053.125
14102017;13:55:00;1.186.321.625;884810.25
14102017;14:00:00;1207767;9.093.070.625
14102017;14:05:00;1216148;9.203.235.625
14102017;14:10:00;1234014;9.325.956.875
14102017;14:15:00;1215505;911777.75
14102017;14:20:00;1152590;855956
14102017;14:25:00;1165194;847071.25
14102017;14:30:00;1157112.75;8.439.904.375
14102017;14:35:00;1.152.323.375;8.414.503.125
14102017;14:40:00;1132537;828.875.875
14102017;14:45:00;1153685.75;843579.25
14102017;14:50:00;1.178.668.125;865.852.375
14102017;14:55:00;1.260.670.875;9.084.355.625
14102017;15:00:00;1.268.406.125;910.002.125
14102017;15:05:00;1.288.074.375;926.436.625
14102017;15:10:00;1.290.324.875;935.264.375
14102017;15:15:00;1340797.75;9.678.954.375
14102017;15:20:00;1466852;1092176.75
14102017;15:25:00;1.449.705.875;1081668.5
14102017;15:30:00;1.440.377.875;1078762.5
14102017;15:35:00;1.532.023.875;1170193.75
14102017;15:40:00;1539915.75;1.174.105.125
14102017;15:45:00;1535555.5;1.171.324.875
14102017;15:50:00;1483740;1159058.5
14102017;15:55:00;1367052.75;1062961.25
